qc_hhgrid_w4_pergrid	PLEASE CODE THE PERSON YOU ARE SPEAKING TO
qc_employees_w4_basrate	CODE AMOUNT PAID PER HOUR FOR BASIC HOURS ENTER POUNDS AND PENCE
qc_employees_w4_basrest	CODE WHETHER EXACT OR ESTIMATED AMOUNT ENTERED FOR BASIC HOURS
qc_employees_w4_ovtnsa	What is your hourly rate of pay for overtime?
qc_employees_w4_ovtrate	CODE AMOUNT PAID PER HOUR FOR OVERTIME ENTER POUNDS AND PENCE
qc_employees_w4_ovtrest	CODE WHETHER EXACT OR ESTIMATED AMOUNT ENTERED FOR OVERTIME
qc_employees_w4_jbttwt	"About how much time does it usually take for you to get to work each day, door to door (in minutes)?"
qc_employees_w4_worktrav	And how do you usually get to your place of work?
qc_selfemployment_w4_jsboss	Do you have any employees?
qc_selfemployment_w4_jssize	How many people do you employ?
qc_selfemployment_w4_jshrs	How many hours in total do you usually work in a week in your job?
qc_selfemployment_w4_jstypeb	Which of these best describes your employment situation...
qc_selfemployment_w4_jsaccs	In this job/business are annual business accounts prepared for the Inland Revenue for tax purposes?
qc_selfemployment_w4_jspart	Are you working on your own account or are you in partnership with someone else?
qc_selfemployment_w4_jsprbm	What is the most recent period for which accounts have been prepared for the Inland Revenue? PLEASE ENTER THE BEGINNING MONTH
qc_selfemployment_w4_jsprby4	What is the most recent period for which accounts have been prepared for the Inland Revenue? PLEASE ENTER THE BEGINNING YEAR
qc_selfemployment_w4_jsprem	What is the most recent period for which accounts have been prepared for the Inland Revenue? PLEASE ENTER THE ENDING MONTH
qc_selfemployment_w4_jsprey4	What is the most recent period for which accounts have been prepared for the Inland Revenue? PLEASE ENTER THE ENDING YEAR
qc_selfemployment_w4_jsprf	What was the amount of (your share of) the profit or loss figure shown on these accounts for this period?
qc_selfemployment_w4_jsprls	Does this figure relate to profit or loss?
qc_selfemployment_w4_jsprtx	"Can I just check, is that figure before deduction of income tax?"
qc_selfemployment_w4_jsprni	And is that figure before deduction of National Insurance?
qc_selfemployment_w4_jspayu	"After paying for any materials, equipment or goods that you use(d) in your work, what was your weekly or monthly income, on average, from this job/business over the last 12 months?"
qc_selfemployment_w4_jspayw	Was that weekly or monthly income?
qc_selfemployment_w4_jspytx	"Can I just check, is that figure before deduction of income tax?"
qc_selfemployment_w4_jspyni	And is that figure before deduction of National Insurance?
qc_selfemployment_w4_jspl	Where do you mainly work? Is it...
qc_selfemployment_w4_jsttwt	"About how much time does it usually take for you to get to work each day, door to door?"
qc_selfemployment_w4_jsttwtb	IF NO USUAL GIVE AVERAGE WRITE IN NUMBER OF MINUTES
qc_selfemployment_w4_jsworktrav	And how do you usually get to your place of work?
qc_commutingbehaviour_w4_workdis	"About how far, in miles, do you live from your usual place of work?"
qc_commutingbehaviour_w4_twkdiff	Do you usually experience any of these difficulties when travelling to or from work by car or van?
qc_commutingbehaviour_w4_twkdiffm	Which one creates the most difficulty for you?
qc_commutingbehaviour_w4_twkcar	How easy or difficult would you find it to get to work if you could not travel by car or van?
qc_jobsatisfaction_w4_jbsat	"On a scale of 1 to 7 where 1 means 'Completely dissatisfied' and 7 means 'Completely satisfied', how dissatisfied or satisfied are you with your present job overall?"
qc_workconditions_w4_jbperfp	Does your pay include performance related pay?
qc_workconditions_w4_jbonus	"In the last 12 months have you received any bonuses such as Christmas or quarterly bonus, profit-related pay or profit sharing bonus, or an occasional commission?"
qc_workconditions_w4_jbrise	"Some people can normally expect their pay to rise every year by moving to the next point on the scale, as well as receiving negotiated pay rises. Are you paid on this type of incremental scale?"
qc_workconditions_w4_tujbpl	"Is there a trade union, or a similar body such as a staff association, recognised by your management for negotiating pay or conditions for the people doing your sort of job in your workplace?"
qc_workconditions_w4_tuin1	Are you a member of this trade union or association?
qc_workconditions_w4_jbpen	Does your present employer run a pension scheme or superannuation scheme for which you are eligible?
qc_workconditions_w4_jbpenm	Do you belong to your employer's pension scheme?
qc_workconditions_w4_jbpeny4	When did you first join this scheme?
qc_workconditions_w4_penmcn	Which of these statements best describes the contributions made by you to this employers scheme?
qc_workconditions_w4_penmpy	What percentage of your pay or salary do you contribute to this scheme?
qc_workconditions_w4_penmtp	There are two main ways in which your pension entitlement can be worked out in an employers pension scheme. Which of these statements best describes how your pension will be calculated?
qc_workconditions_w4_penspb	"Can I check, will your husband/wife/partner receive benefits under this occupational pension scheme if they outlive you?"
qc_workconditions_w4_wktime	Which times of day do you usually work?
qc_workconditions_w4_wkends	Do you ever work at weekends?
qc_workconditions_w4_jbflex	"I would like to ask about working arrangements at the place where you work. If you personally needed any, which of the following arrangements are available at your workplace?"
qc_workconditions_w4_jbfxuse	Do you currently work in any of these ways?
qc_workconditions_w4_jbfxinf	"Aside from any formal arrangements for flexible working you have, are {if JBFlex less than 9} / Are {if JBFlex = none} you able to vary your working hours on an informal basis, for example by re-arranging your start or finish times if you need to?"
qc_workconditions_w4_wkaut1	"In your current job, how much influence do you have over... What tasks you do in your job?"
qc_workconditions_w4_wkaut2	"(In general, how much influence do you have over...) The pace at which you work?"
qc_workconditions_w4_wkaut3	"(In general, how much influence do you have over...) How you do your work?"
qc_workconditions_w4_wkaut4	"(In general, how much influence do you have over...) The order in which you carry out tasks?"
qc_workconditions_w4_wkaut5	"(In general, how much influence do you have over...) The time you start or finish your working day?"
qc_workconditions_w4_depenth1	"Thinking of the past few weeks, how much of the time has your job made you feel tense?"
qc_workconditions_w4_depenth2	"(Thinking of the past few weeks, how much of the time has your job made you feel...) Uneasy?"
qc_workconditions_w4_depenth3	"(Thinking of the past few weeks, how much of the time has your job made you feel...) Worried?"
qc_workconditions_w4_depenth4	"(Thinking of the past few weeks, how much of the time has your job made you feel...) Depressed?"
qc_workconditions_w4_depenth5	"(Thinking of the past few weeks, how much of the time has your job made you feel...) Gloomy?"
qc_workconditions_w4_depenth6	"(Thinking of the past few weeks, how much of the time has your job made you feel...) Miserable?"
qc_workconditions_w4_jblkcha	I am going to read out a list of things which you may or may not want to happen to your current employment situation. For each one can you please tell me whether you would like this to happen to you in the next twelve months. Would you like to get a better job with your current employer?
qc_workconditions_w4_jbxpcha	"Even though you would not like this to happen, do {if JBLKCHA = 2} / Do you think this actually will happen in the coming twelve months? (Get a better job with your current employer)"
qc_workconditions_w4_jblkchb	I am going to read out a list of things which you may or may not want to happen to your current employment situation. For each one can you please tell me whether you would like this to happen to you in the next twelve months. Would you like to take up work related training?
qc_workconditions_w4_jbxpchb	"Even though you would not like this to happen, do {if JBLKCHB = 2} / Do you think this actually will happen in the coming twelve months? (Take up work related training)"
qc_workconditions_w4_jblkchc	I am going to read out a list of things which you may or may not want to happen to your current employment situation. For each one can you please tell me whether you would like this to happen to you in the next twelve months. Would you like to start a new job with a new employer?
qc_workconditions_w4_jbxpchc	"Even though you would not like this to happen, do {if JBLKCHC = 2} / Do you think this actually will happen in the coming twelve months? (Start a new job with a new employer)"
qc_workconditions_w4_jblkchd	I am going to read out a list of things which you may or may not want to happen to your current employment situation. For each one can you please tell me whether you would like this to happen to you in the next twelve months. Would you like to start up your own business? {if JBSEMP = 1} / start up a new business? {if JBSEMP = 2}
qc_workconditions_w4_jbxpchd	"Even though you would not like this to happen, do {if JBLKCHD = 2} / Do you think this actually will happen in the coming twelve months? (Start up your own business/a new business)"
qc_workconditions_w4_jblkche	I am going to read out a list of things which you may or may not want to happen to your current employment situation. For each one can you please tell me whether you would like this to happen to you in the next twelve months. Would you like to give up paid work?
qc_workconditions_w4_jbxpche	"Even though you would not like this to happen, do {if JBLKCHE = 2} / Do you think this actually will happen in the coming twelve months? (Give up paid work)"
qc_workconditions_w4_jbsec	"I would like you to think about your employment prospects over the next 12 months. Thinking about losing your job by being sacked, laid-off, made redundant or not having your contract renewed, how likely do you think it is that you will lose your job during the next 12 months? Is it..."
qc_nonemployment_w4_julk4wk	Have you looked for any kind of paid work or government training scheme in the last four weeks?
qc_nonemployment_w4_julkjb	"Although you are not looking for paid work at the moment, would you like to have a regular paid job even if only for a few hours a week?"
qc_nonemployment_w4_jubgn	"If a job or a place on a government training scheme had been available in the week ending last Sunday, would you have been able to start within two weeks?"
qc_nonemployment_w4_julk4x	In the past four weeks what active steps have you taken to find work? Have you...
qc_nonemployment_w4_jlendm	In what month and year did you leave your last paid job? WRITE IN MONTH
qc_nonemployment_w4_jlendy	In what month and year did you leave your last paid job? WRITE IN YEAR
qc_nonemployment_w4_jlsic07	What did the firm/organisation you worked for mainly make or do (at the place where you worked)?
qc_nonemployment_w4_jlsoc00	What was your job?
qc_nonemployment_w4_jlsemp	Were you working as an employee or were you self-employed?
qc_nonemployment_w4_jlboss	Did you have any employees?
qc_nonemployment_w4_jlmngr	Did you have any managerial duties or were you supervising any other employees?
qc_nonemployment_w4_jlsize	How many people did you employ {if JLBOSS = 1} / were employed at the place where you worked {if JLSEMP = 1}?
qc_nonemployment_w4_eprosh	How likely do you think it is that you will begin paid work in the next twelve months? Do you think it is...
qc_mothersreturntowork_w4_mlfutr	"You have recently had a new baby, do you plan to return to work at any time in the future?"
qc_mothersreturntowork_w4_mlrnot	Why is that?
qc_mothersreturntowork_w4_mlagst	How old will [CHILD NAME] and [CHILD NAME] {if multiple birth} be at the time you would hope to start working?
qc_mothersreturntowork_w4_mlagstu	ENTER UNIT
qc_mothersreturntowork_w4_mlwkfpt	And would you prefer to return to work full-time or part-time?
qc_secondjobs_w4_j2has	"Do you currently earn any money from a second job, odd jobs, or from work that you might do from time to time, apart from any main job you have?"
qc_secondjobs_w4_j2soc00	What is it that you do (and what does the firm or person you work for make or do)?
qc_secondjobs_w4_j2semp	Are you an employee or self-employed?
qc_secondjobs_w4_j2hrs	"How many hours do you usually work in a month in your second/odd job(s), excluding meal breaks but including any overtime you might do?"
qc_secondjobs_w4_j2pay	"Before tax and other deductions, how much do you earn from your second and all other occasional jobs in a usual month?"
qc_voluntarywork_w4_volun	"In the last 12 months, have you given any unpaid help or worked as a volunteer for any type of local, national or international organisation or charity?"
qc_voluntarywork_w4_volfreq	"Including any time spent at home or elsewhere, about how often over the last 12 months have you generally done something to help any of these organisations?"
qc_voluntarywork_w4_volhrs	And in the last 4 weeks approximately how many hours have you spent doing unpaid or voluntary work for any organisation?
qc_charitablegiving_w4_chargv	"In the last 12 months, have you donated any money to charities or other organisations?"
qc_charitablegiving_w4_charfreq	How often would you say you give money. Is it...
qc_charitablegiving_w4_charam	Approximately how much money in total have you given to charities or other organisations in the last 12 months?
qc_transportbehaviour_w4_trcarfq	How frequently do you travel by private car or van - whether as a driver or passenger? Please count a single trip as one journey and each return trip as two.
qc_transportbehaviour_w4_trbusfq	How frequently do you use an ordinary bus? Please count a single trip as one journey and each return trip as two.
qc_transportbehaviour_w4_trtrnfq	"How frequently do you use a train, not including underground, tram or light rail? Please count a single trip as one journey and each return trip as two."
qc_transportbehaviour_w4_trbikefq	How frequently do you use a bicycle? Please count a single trip as one journey and each return trip as two.
qc_transportbehaviour_w4_ynotbike	Which of these statements apply to you?
qc_transportbehaviour_w4_carsrv	Are you a member of any of the following services?
qc_transportbehaviour_w4_pncars	How many cars or vans in total does your household own or have continuous use of?
qc_transportbehaviour_w4_hucar	"Generally speaking, which one of these statements best describes your role when it comes to buying a car or van for your household?"
qc_transportbehaviour_w4_carbuy	Which of these things are important to you when buying a car or van?
qc_childcare_w4_ccare	Do you ever use any type of childcare for your child/children? By 'childcare' I mean care carried out by anyone other than yourself (or your partner).
qc_childcare_w4_ccwork	Can I just check what arrangements you use to look after your child/children when you are working?
qc_childcare_w4_wrkch1a	Are the childcare arrangements for looking after [CHILD NAME] during school term-time the same as during school holidays?
qc_childcare_w4_wrkch1c	Are the number of hours per week used to look after [CHILD NAME] the same during school term-time and in school holidays?
qc_childcare_w4_wrkch2a	"First, thinking about during school term-time. What are your usual arrangements for looking after [CHILD NAME]? {if Wrkch1a = 2 | Wrkch1c = 1 | Wrkch1c = 2} / What are your usual arrangements for looking after [CHILD NAME]? {if (Wrkch1a = 1 & Wrkch1c = 3) | (Wrkch1a = DK|REF)}"
qc_childcare_w4_wrkch2	"And of these childcare arrangements, which three have you used the most?"
qc_childcare_w4_wrkch3	How many hours per week does [CHILD NAME] usually spend being looked after by [wrkch3code] during school term-time?
qc_childcare_w4_wrkch7	What are your usual arrangements for looking after [CHILD NAME] during the school holidays?
qc_childcare_w4_mostuse	"And of these childcare arrangements, which three do you use the most?"
qc_childcare_w4_wrkch8	How many hours per week does [CHILD NAME] usually spend being looked after by [MostUse/Wrkch7] during school holidays?
qc_remittances_w4_remit	Many people make gifts or send money to people in another country. Did you send or give money to anyone in a country outside the UK in the past 12 months for any of the following reasons?
qc_remittances_w4_remitfreq	"How often did you send, transfer or give money for repayment of a loan {if Remit = 1} / to support family members or friends {if Remit = 2} / to support a local community {if Remit = 3} / for personal investment or savings {if Remit = 4} in the last 12 months?"
qc_remittances_w4_remitreg	Is this a regular payment you make?
qc_remittances_w4_remitamt	What was the last amount you sent or gave?
qc_remittances_w4_remcntry	To which country did you send or make this last payment?
qc_remittances_w4_remcntryo	TYPE IN OTHER COUNTRY
qc_remittances_w4_remitusual	"And, was this last payment the usual amount you send or give?"
qc_remittances_w4_remusamt	What is the usual amount?
qc_remittances_w4_remhow	How did you make the payment?
qc_benefits_w4_intbenefit	"One of the most important parts of our research is how people are getting by financially these days. We have found that we need to ask about a number of different types of income, otherwise our results could be misleading. Please think about ALL of the extra sources of income you receive, as well as any benefits or tax credits. If you are at all unsure about whether something would count, you can check with me. I'd like to remind you that anything you tell me is completely confidential."
qc_benefits_w4_btype	"Which, if any, of these types of payments are you currently receiving, either just yourself or jointly {if hhsize > 1 & (livesp = 1 or livewith = 1)}?"
qc_benefits_w4_benunemp	"Can I just check, are {if JBSTAT = 3 & BTYPE <> 1} / Are {if BType = 1} you currently receiving any of these types of payments, either just yourself or jointly {if hhsize > 1 & (livesp = 1 or livewith = 1)}?"
qc_benefits_w4_bendis	"Can I just check, are {if (JBSTAT=8 | Health = 1) & BTYPE <> 3} / Are {if BType = 3} you currently receiving any of these types of payments, either just yourself or jointly {if hhsize > 1 & (livesp = 1 or livewith = 1)}?"
qc_benefits_w4_benpen	"Can I just check, are {if BTYPE <> 4 & (GRIDVARIABLES.Pensioner = 1)} / Are {if BTYPE = 4} you currently receiving any of these types of payments, either just yourself or jointly {if hhsize > 1 & (livesp = 1 or livewith = 1)}?"
qc_benefits_w4_niserps	"You say you receive the State Retirement Pension. Does this include any income from the State Earnings Related Pension Scheme, also known as SERPS?"
qc_benefits_w4_bencb	Do you receive Child Benefit?
qc_benefits_w4_benctc	"Are you receiving the Child Tax Credit, either just yourself or jointly {if hhsize > 1 & (livesp = 1 or livewith = 1)}?"
qc_benefits_w4_benfam	"Are you currently receiving any of these types of payments, either just yourself or jointly {if hhsize > 1 & (livesp = 1 or livewith = 1)}?"
qc_benefits_w4_bentax	"Are you currently receiving [,either just yourself or jointly] {if hhsize greater than 1 & (livesp = 1 or livewith = 1)} ... {if BTYPE = 6 & (TFTax = 1 | PenCredTxt = 1 | ChTaxCred = 1 | RetWCred = 1 | UniCredTxt = 1)} / And do you currently receive the Working Tax Credit, including Disabled Person's Tax Credit [ {if {BTYPE = 6 & (TFTax = 0 & PenCredTxt = 0 & ChTaxCred = 0 & RetWCred = 0 & UniCredTxt <> 1)} / either just yourself or jointly] {if hhsize greater than 1 & (livesp = 1 or livewith = 1)}?"
qc_benefits_w4_benhou	"And can I just check, do you currently receive [,either just yourself or jointly] {if hhsize greater than 1 & (livesp = 1 or livewith = 1) ... {if BType not equal to 8 & (BType = 2 | BenUnemp = 1 | BenUnemp = 2 | BenDis = 1 | BenDis = 2 | BenPen = 4 | BenTax = 3)} / Are you currently receiving [,either just yourself or jointly] {if hhsize greater than 1 & (livesp = 1 or livewith = 1)}... {if BType = 8} / Do you receive housing benefit [,either just yourself or jointly] {if hhsize greater than 1 & (livesp = 1 or livewith = 1)}? {if TFHou = 1 & TFRen = 1 & TFRat = 1 & BenTax = RESPONSE & Istrtdat before 30/09/2013}"
qc_benefits_w4_bensta	"And aside from the types of income we've just been discussing, are you currently receiving any of these types of payments either just yourself or jointly {if hhsize > 1 & (livesp = 1 or livewith = 1)}?"
qc_benefits_w4_nfh	"Can I just check, according to our records, you have in the past received [ff_bentype01 - ff_bentype41]. Are you currently receiving [ff_bentype01 - ff_bentype41] either just yourself or jointly {if HHSize > 1 & (livesp = 1 or livewith = 1)}?"
qc_benefits_w4_frval	How much was the last payment of [FICODE] you received (to nearest £)?
qc_benefits_w4_frwc	What period did that cover?
qc_benefits_w4_frjt	Do you receive that solely in your name or jointly with someone else?
qc_benefits_w4_frjtpn	With whom do you receive [FICODE]?
qc_benefits_w4_fraddl	And are you currently receiving any other payments of [FICODE]?
qc_householdfinances_w4_fiyrdia	In the past 12 months how much have you personally received in the way of dividends or interest from any savings and investments you may have?
qc_householdfinances_w4_fiyrdb1	Would it amount to £ 500 or more?
qc_householdfinances_w4_fiyrdb2	Would it amount to £ 1000 or more?
qc_householdfinances_w4_fiyrdb3	to £ 5000 or more?
qc_householdfinances_w4_fiyrdb5	to £ 10000 or more?
qc_householdfinances_w4_fiyrdb4	to £ 2500 or more?
qc_householdfinances_w4_fiyrdb6	Would it amount to £ 100 or more?
qc_householdfinances_w4_finnow	How well would you say you yourself are managing financially these days? Would you say you are...
qc_householdfinances_w4_finfut	"Looking ahead, how do you think you will be financially a year from now, will you be..."
qc_savings_w4_save	"Do you save any amount of your income, for example by putting something away now and then in a bank, building society, or Post Office account, other than to meet regular bills? Please include share purchase schemes and ISA's."
qc_savings_w4_saved	About how much on average do you personally manage to save a month?
qc_savings_w4_savreg	Do you save on a regular basis or just from time to time when you can?
qc_savings_w4_savlt	Would you say your savings are mainly long term savings for the future or mainly short term savings for things you need now and for unexpected events?
qc_personalpensions_w4_ppen	"Other than your main employer or occupational pension scheme, are {if WORKCONDITIONS.JBPENM = 1} / Are you currently a member of any personal pension scheme or do you currently contribute to any personal pension scheme? Please include any Additional Voluntary Contribution scheme you may belong to."
qc_personalpensions_w4_ppent	Is this a personal pension or a stakeholder pension?
qc_personalpensions_w4_ppyrs	In which year did you join this pension scheme?
qc_personalpensions_w4_ppreg	"Not including any National Insurance Contributions paid into this personal pension, do you contribute to your pension..."
qc_personalpensions_w4_ppram	How much do you usually contribute?
qc_personalpensions_w4_pprampc	What period does this cover?
qc_wealthassetsanddebt_w4_hascurr	Do you have any current accounts in the UK? This could be in your name only or held jointly with someone else.
qc_wealthassetsanddebt_w4_currynot	And why don't you have a current account in the UK?
qc_wealthassetsanddebt_w4_refbank	"Thinking about all types of bank accounts, have you ever tried to open an account in the UK and been refused?"
qc_wealthassetsanddebt_w4_refbnky	How long ago was this?
qc_wealthassetsanddebt_w4_svacts	"I'd like to ask about any savings or investments you may have. They can be in your name only, or held jointly with someone else. Which of these savings accounts do you have, if any?"
qc_wealthassetsanddebt_w4_nosvy	What is the main reason you do not have any saving accounts?
qc_wealthassetsanddebt_w4_svamt	How much in total is the current balance in your [SVCODE]?
qc_wealthassetsanddebt_w4_svb1	Would that amount to £ [AMOUNT] or more?
qc_wealthassetsanddebt_w4_svb2	Would that amount to £ [AMOUNT] or more?
qc_wealthassetsanddebt_w4_svb3	Would that amount to £ [AMOUNT] or more?
qc_wealthassetsanddebt_w4_svb5	Would that amount to £ [AMOUNT] or more?
qc_wealthassetsanddebt_w4_svb4	Would that amount to £ [AMOUNT] or more?
qc_wealthassetsanddebt_w4_svsj	"And is/are the [SVCODE](s) held in your sole name only, held in joint names with your husband/wife/partner or someone else, or do you have both sole and jointly held savings?"
qc_wealthassetsanddebt_w4_svpn	With whom are you a joint holder of [SVCODE]?
qc_wealthassetsanddebt_w4_svsk	About how much of the amount you have in savings is held solely in your name?
qc_wealthassetsanddebt_w4_savdocs	PLEASE RECORD WHETHER RESPONDENT CHECKED ANY RELEVANT DOCUMENTS/PAPERWORK WHEN GIVING YOU INFORMATION ABOUT THEIR SAVINGS ACCOUNTS.
qc_wealthassetsanddebt_w4_infsave	Do you currently save money in any of these ways?
qc_wealthassetsanddebt_w4_ccsole	"Do you have any store cards or credit cards such as Visa, or Mastercard in your sole name? Please do not include direct debit cards such as Switch or Delta or store loyalty cards such as Tesco Clubcard or Nectar."
qc_wealthassetsanddebt_w4_nccsole	How many store and credit cards do you have in your sole name?
qc_wealthassetsanddebt_w4_credsole	What is the maximum borrowing limit in total on all the cards {if NCCSOLE greater than 1} / on the card {if NCCSOLE = 1} just in your name?
qc_wealthassetsanddebt_w4_ccbillsole	How do you pay the bill for this card {if NCCSOLE = 1} / bills for these cards {if NCCSOLE greater than 1}? You can just tell me the number that applies. {if CAPI}
qc_wealthassetsanddebt_w4_ccamtsole	"After you made your most recent payments, how much in total was still owed on all of the cards {if NCCSOLE greater than 1} / on the card {if NCCSOLE = 1} that you hold in your name solely?"
qc_wealthassetsanddebt_w4_ccjt	"Do you have any store cards or credit cards such as Visa, or Mastercard, which you hold jointly with someone else? Please do not include direct debit cards such as Switch or Delta or store loyalty cards such as Tesco Clubdcard or Nectar."
qc_wealthassetsanddebt_w4_nccjt	How many store and credit cards do you have jointly with someone else?
qc_wealthassetsanddebt_w4_ccjtp	Who is the person (who are the people) you hold these joint credit cards with?
qc_wealthassetsanddebt_w4_credjt	What is the maximum borrowing limit in total on all the cards {if NCCJT greater than 1} / on the card {if NCCJT = 1} you hold jointly?
qc_wealthassetsanddebt_w4_ccbilljt	How do you pay the bill for this card {if NCCJT = 1} / bills for these cards {if NCCJT greater than 1} each month? Just tell me the number that applies. {if CAPI}
qc_wealthassetsanddebt_w4_ccamtjt	"After the most recent payments were made, how much in total was still owed on all of the cards {if NCCJT greater than 1} / the card {if NCCJT = 1} that you hold jointly?"
qc_wealthassetsanddebt_w4_debt	"I would now like to ask you about any other financial commitments you may have apart from mortgages. For which, if any, of these items do you currently owe any money? Please do not include credit card and other bills being fully paid off in the current month."
qc_wealthassetsanddebt_w4_debtinfo	"Thinking of all the debts that you've just mentioned, how {if more than one mention at DEBT} / How did you find out about the lender(s) you used?"
qc_wealthassetsanddebt_w4_debty	About how much in total is owed on this commitment {if one mention at DEBT} / these commitments {if more than one mention at DEBT}?
qc_wealthassetsanddebt_w4_debtc1	Would it amount to £ 500 or more?
qc_wealthassetsanddebt_w4_debtc2	"Would it amount to £ 1,500 or more?"
qc_wealthassetsanddebt_w4_debtc3	"Would it amount to £ 5,000 or more?"
qc_wealthassetsanddebt_w4_debtc5	"Would it amount to £ 10,000 or more?"
qc_wealthassetsanddebt_w4_debtc4	Would it amount to £ 100 or more?
qc_wealthassetsanddebt_w4_debtsj	"Are these financial commitments in your sole name only, in joint names with your husband/wife/partner or someone else or do you have both sole and joint commitments?"
qc_wealthassetsanddebt_w4_debtpn	Who is the person you have these joint financial commitments with?
qc_wealthassetsanddebt_w4_debtsk	About how much of the total amount outstanding is your sole commitment?
qc_wealthassetsanddebt_w4_debtwho	"You mentioned that you owe money to a private individual, is that to..."
qc_wealthassetsanddebt_w4_debtoth	"Which, if any, of these other types of debts do you have?"
qc_wealthassetsanddebt_w4_creditor	"And does anyone owe money to you, for example a family member, friend, acquaintance or community member you have loaned money to?"
qc_wealthassetsanddebt_w4_credamt	And how much are you owed in total?
qc_wealthassetsanddebt_w4_unusexp	"In the next 12 months, do you expect to have higher expenses than usual, say for a celebration, essential travel or a holiday?"
qc_wealthassetsanddebt_w4_expmanage	How do you expect to manage the extra expenses?
qc_wealthassetsanddebt_w4_huruns	People organise their finances in different ways. Which of these comes closest to the way you organise yours? It doesn't have to fit exactly - just choose the nearest one. You can just tell me the number that applies. {if CAPI}
qc_retirementplanning_w4_retchk	"Do you consider yourself to be currently retired, even if you do some paid work or have some other main activity?"
qc_retirementplanning_w4_ageret	There is a lot of policy interest in how people are planning for their long term future and retirement. At what age do you expect you will retire or will consider yourself to be retired?
qc_retirementplanning_w4_rtpro1	"I'm going to read out a list of things that some people say are good about retirement. For each one tell me if, for you, they would be very important, moderately important, somewhat important, or not important at all. First, ""Being your own boss""?"
qc_retirementplanning_w4_rtpro2	"(Thinking about retirement, how important is...) Being able to take it easy?"
qc_retirementplanning_w4_rtpro3	"(Thinking about retirement, how important is...) Having the chance to travel?"
qc_retirementplanning_w4_rtpro4	"(Thinking about retirement, how important is...) Having more time for family and friends?"
qc_retirementplanning_w4_rtpro5	"(Thinking about retirement, how important is...) Having more time for leisure activities?"
qc_retirementplanning_w4_rtpro6	"(Thinking about retirement, how important is...) Having time to take part in community/voluntary work?"
qc_retirementplanning_w4_rtcon1	"Now for things that some people say are bad about retirement. For each one tell me if, for you, they would worry you a lot, somewhat, a little or not at all. First, ""Not doing anything productive or useful""?"
qc_retirementplanning_w4_rtcon2	"(Thinking about retirement, how big of a worry is...) Illness or disability?"
qc_retirementplanning_w4_rtcon3	"(Thinking about retirement, how big of a worry is...) Not having enough income to get by?"
qc_retirementplanning_w4_rtcon4	"(Thinking about retirement, how big of a worry is...) Feeling lonely or isolated?"
qc_retirementplanning_w4_penmex	Do you currently expect to receive any income or benefit from an employers occupational pension scheme when you retire?
qc_retirementplanning_w4_pppex	Do you currently expect to receive any income or benefit from a private pension scheme when you retire?
qc_retirementplanning_w4_pppexm	(Apart from the pensions already mentioned) Do you currently expect to receive any income or benefit from (other) savings and investments when you retire?
qc_retirementplanning_w4_sppen	"Does your husband/wife/partner belong to any pension scheme, either an occupational or private scheme under which you would receive benefits if you outlive them?"
qc_retirementplanning_w4_rtexpjb	"How likely is it that you will do any paid employment either full or part-time after you retire or reach the compulsory age of retirement in your current job? Is it very likely, likely, unlikely or very unlikely that you will do any paid work after you retire?"
qc_retirementplanning_w4_rtfnd	Which of these things do you expect to use to provide for your retirement?
qc_retirementplanning_w4_retamt	Can you tell me what you expect your retirement income to be compared with your pre-retirement income?
qc_retirementplanning_w4_retsuf	"Looking to the future, do you expect your income during retirement to be..."
qc_domesticlabour_w4_hubuys	"I am going to read out some household jobs. Could you please say who mostly does this work here? Is it mostly yourself, or mostly your spouse/partner, or is the work shared equally? First, grocery shopping."
qc_domesticlabour_w4_hufrys	(Who mostly does the...) Cooking?
qc_domesticlabour_w4_humops	(Who mostly does the...) Cleaning/hoovering?
qc_domesticlabour_w4_huiron	(Who mostly does the...) Washing and ironing?
qc_domesticlabour_w4_hupots	(Who mostly does the...) Gardening?
qc_domesticlabour_w4_hudiy	(Who mostly does the...) DIY jobs?
qc_domesticlabour_w4_husits	Who is mainly responsible for looking after the children? Is it...
qc_domesticlabour_w4_huboss	"In your household, who has the final say in big financial decisions?"
qc_domesticlabour_w4_howlng	"About how many hours do you spend on housework in an average week, such as time spent cooking, cleaning and doing the laundry?"
qc_politics_w4_vote1	Now I have a few questions about your views on politics. Generally speaking do you think of yourself as a supporter of any one political party?
qc_politics_w4_vote2	Do you think of yourself as a little closer to one political party than to the others?
qc_politics_w4_vote3	"If there were to be a general election tomorrow, which political party do you think you would be most likely to support?"
qc_politics_w4_vote3o	WRITE IN OTHER PARTY
qc_politics_w4_vote4	Which one?
qc_politics_w4_vote4o	WRITE IN OTHER PARTY
qc_politics_w4_vote5	"Would you call yourself a very strong supporter of [VOTE4], fairly strong or not very strong?"
qc_politics_w4_vote6	How interested would you say you are in politics? Would you say you are...
qc_olympics_w4_olympas1	Do you intend to follow the London 2012 Olympic or Paralympic Games in any of the following ways?
qc_olympics_w4_olymact1	"In what other ways, if any, do you intend to follow or get involved in the London 2012 Olympic or Paralympic Games? This may include activities you are already doing."
qc_olympics_w4_olympas2	Are you following the London 2012 Olympic or Paralympic Games in any of the following ways?
qc_olympics_w4_olymact2	"In what other ways, if any, are you following or getting involved in the London 2012 Olympic or Paralympic Games?"
qc_olympics_w4_olympas3	Did you follow the London 2012 Olympic or Paralympic Games in any of the following ways?
